epoch,lr,train_loss,train_accuracy,val_loss,val_accuracy,seconds
50,0.09457509932158675,0.7592835906028748,81.36222222222223,0.7525951969146728,81.54,65.07961729999806
51,0.09433053232211815,0.7599341269705031,81.31333333333333,0.7964992961883545,80.72,80.70656550000058
52,0.0940809041061867,0.7572164890289307,81.58444444444444,0.7753753595352173,80.64,98.94397119999849
53,0.09382624317705843,0.7586189572970072,81.39333333333333,0.8150354839324951,79.52,101.82186870000078
54,0.09356657861264886,0.755130667230818,81.71111111111111,0.6922032576084137,83.88,99.8616660000007
55,0.09330194006220302,0.747263198460473,82.05555555555556,0.7148454017162323,83.36,75.77867470000001
56,0.09303235774290992,0.7566515063709683,81.61777777777777,0.8579475526809692,78.08,61.89382290000003
57,0.09275786243645229,0.7501887880749173,81.91555555555556,0.7289573071956634,83.06,81.02110770000002
58,0.09247848548549181,0.7501619019720289,81.88222222222223,0.708111195898056,83.42,72.06697139999994
59,0.09219425879009037,0.7489299147076077,82.06666666666666,0.8592864576816559,77.52,61.00577479999993
60,0.09190521480406758,0.7451840060022142,82.07333333333334,0.7552409633636474,81.02,60.98423839999987
61,0.0916113865312951,0.7474601170857748,82.03555555555556,0.7568488738059997,81.82,62.435261399999945
62,0.09131280752192816,0.7376763845655653,82.50444444444445,0.811216280221939,79.72,61.79685470000004
63,0.09100951186857481,0.7412896042717828,82.31111111111112,0.7728279943943024,80.92,61.51660549999997
64,0.09070153420240297,0.7424652722040812,82.04,0.7250801936149597,82.54,61.376997600000095
65,0.09038890968918623,0.7440154248661465,82.06,0.8287855728626251,78.88,61.663826699999845
66,0.0900716740252885,0.7364298460748461,82.40444444444445,0.7055154817581176,83.2,61.45596969999997
67,0.08974986343358815,0.732707047176361,82.53555555555556,0.6966409488677978,83.98,61.62133999999992
68,0.0894235146593419,0.7309133435991075,82.68,0.706069045305252,83.28,62.36644490000003
69,0.08909266496598917,0.732075166797638,82.35777777777778,0.7978198758602142,79.56,61.61562929999991
70,0.08875735213089722,0.7328083876821729,82.35333333333334,0.8354644627571106,78.04,61.3989631999998
71,0.08841761444104773,0.7307268690109253,82.45333333333333,0.7457926157951354,82.38,62.3253987999999
72,0.08807349068866488,0.7347809466044108,82.5,0.6759776202201844,84.82,61.78064739999991
73,0.08772502016678613,0.7292383251931932,82.52666666666667,0.6860465831279755,84.22,61.96706870000003
74,0.0873722426647755,0.7293886907683479,82.66888888888889,0.7450527203559876,81.62,61.77341249999995
75,0.0870151984637804,0.7217028814103869,83.06444444444445,0.7700926864624024,80.42,61.230731300000116
76,0.08665392833213216,0.7259510995229085,82.83333333333333,0.8213105981826783,79.28,61.317174799999975
77,0.08628847352069102,0.7230016355938381,82.92888888888889,0.7573323453426362,81.88,61.50671840000041
78,0.0859188757581359,0.7246830497953627,82.97111111111111,0.7173430055618286,83.18,61.70560310000019
79,0.08554517724619982,0.7208433700243632,82.88888888888889,0.7783588940143585,80.74,61.50669860000016
80,0.08516742065485113,0.7200998966323005,83.06,0.7142527576446533,82.52,61.361188800000036
81,0.08478564911742131,0.7167484869215224,83.31333333333333,0.7063338823318481,83.32,61.74267400000008
82,0.08439990622567992,0.7212488152609932,83.07111111111111,0.8001037949562073,80.44,61.497938800000156
83,0.08401023602485712,0.7147716820081075,83.27333333333333,0.7100528423309326,83.46,61.86030729999993
84,0.08361668300861454,0.7126883898629083,83.39555555555556,0.7332471449375153,81.84,61.200449299999946
85,0.08321929211396477,0.7118770758734809,83.16666666666667,0.8129540084838868,79.5,61.98507070000005
86,0.0828181087161404,0.7144304810735914,83.09555555555555,0.6975145661354065,83.78,61.5784450000001
87,0.0824131786234129,0.7123139879862468,83.35777777777778,0.7185759282588958,82.88,61.61326130000043
88,0.08200454807186208,0.7099710148387485,83.27777777777777,0.6744438954353332,84.82,61.645000099999834
89,0.08159226372009684,0.7118085671212938,83.29333333333334,0.6825023652553558,84.36,61.35265059999983
90,0.0811763726439274,0.7069900815116035,83.55777777777777,0.682425304031372,84.18,61.58849139999984
91,0.08075692233099013,0.7067049585448371,83.54222222222222,0.6706163221359253,84.82,61.49688040000001
92,0.0803339606753253,0.7048021391126844,83.58444444444444,0.7265771505355835,82.98,61.602308399999856
93,0.07990753597190835,0.7027554030100505,83.60888888888888,0.692312815284729,84.26,61.6386136000001
94,0.07947769691113545,0.7033722931649949,83.70222222222222,0.6902045394897461,84.14,61.45033760000024
95,0.07904449257326385,0.6987406819873386,83.76666666666667,0.7031699892520904,83.34,61.53782520000004
96,0.07860797242280787,0.7011829703436957,83.63111111111111,0.7175540767669678,82.2,61.47974650000015
97,0.07816818630289078,0.7001639137056139,83.7688888888889,0.6611834642410278,85.0,61.82540539999991
98,0.07772518442955363,0.696022705438402,83.84666666666666,0.7037394142150879,83.34,61.72601600000007
99,0.07727901738602139,0.6918801152971056,83.95333333333333,0.6934334965229034,83.74,61.37781939999968
100,0.07682973611692727,0.6969373256047566,83.82,0.7386140125274658,82.62,61.59402319999981
101,0.0763773919224957,0.6949377303971185,83.84444444444445,0.672399152135849,84.6,62.16397179999967
102,0.07592203645268471,0.6887296772638957,84.11111111111111,0.716801414680481,82.7,61.564455799999905
103,0.07546372170128836,0.6865104586707221,84.26222222222222,0.6777811419010162,84.64,61.45364180000024
104,0.0750025,0.6911455586539375,84.12,0.6941630257606506,84.34,61.528835999999956
105,0.07453842401243688,0.6852623112678528,84.28888888888889,0.7048850629806519,83.64,61.72999519999985
106,0.07407154672812681,0.6847215412457784,84.49111111111111,0.6957446990966797,84.4,61.35304840000026
107,0.07360192145645769,0.6890593013975356,84.24444444444444,0.7023994638442993,83.8,61.42976989999988
108,0.07312960182059056,0.6883785160912408,84.09777777777778,0.7747739418029785,81.06,61.50103940000008
109,0.07265464175133665,0.6857847069846259,84.26,0.7428946930885315,81.9,61.42292970000017
110,0.07217709548099945,0.6825785174687703,84.4888888888889,0.6710138366699219,85.04,61.24785470000006
111,0.07169701753718231,0.6808583788394929,84.67555555555556,0.7154781492233276,83.06,61.77425510000012
112,0.07121446273656236,0.6785403112517463,84.53555555555556,0.6313141158103943,86.44,61.598592700000154
113,0.07072948617863133,0.6747744588745965,84.75333333333333,0.6935858664512634,83.84,61.74368059999961
114,0.07024214323940407,0.6733870784017775,84.8711111111111,0.6829624308586121,84.5,61.690546700000596
115,0.06975248956509578,0.6715848139021132,84.82,0.648233714389801,85.52,61.74808959999973
116,0.06926058106576789,0.6722686029434204,84.76666666666667,0.8127605360031128,80.14,61.789838199999394
117,0.06876647390894432,0.6714358700858222,84.88666666666667,0.8151287407398223,79.78,61.52377399999932
118,0.06827022451319793,0.6709613539907667,84.87333333333333,0.70774809923172,83.38,61.82337329999973
119,0.06777188954170861,0.665247785335117,85.02222222222223,0.6622252378940582,84.88,61.44625389999965
120,0.06727152589579327,0.6723276995340983,84.71111111111111,0.6660393870353699,84.8,61.7713046000008
121,0.06676919070840871,0.6665102518081665,85.10666666666667,0.6834618914604187,84.56,61.41384840000046
122,0.06626494133762792,0.663560225921207,85.05777777777777,0.7344742689132691,83.0,61.71048370000062
123,0.06575883536009093,0.6614776963763767,85.34666666666666,0.6406679755687713,85.86,61.47777769999993
124,0.06525093056443038,0.6591470985836453,85.41333333333333,0.6562451029777527,85.24,61.58220840000013
125,0.06474128494467316,0.6574969220585293,85.52222222222223,0.6472786678791046,85.24,62.370883599999615
126,0.06422995669361847,0.6588238349066841,85.39333333333333,0.7115843631267548,83.26,61.77075000000059
127,0.06371700419619315,0.6527681826909383,85.57333333333334,0.7223991967678071,82.84,61.70581469999979
128,0.06320248602278515,0.6544587887975905,85.48222222222222,0.7358155114173889,82.64,61.58460670000022
129,0.06268646092255582,0.6537612242486742,85.65333333333334,0.6685323667049408,84.62,61.774731800000154
130,0.062168987816731726,0.6534525854852464,85.49333333333334,0.6746783836364746,84.66,61.419135500000266
131,0.061650125791876856,0.6507752121395535,85.75333333333333,0.6405869810581207,85.58,61.91684299999997
132,0.061129934093145946,0.6482313208685981,85.91111111111111,0.6468659162044526,86.16,61.42366159999983
133,0.06060847211751978,0.6469687936147054,85.75333333333333,0.6573376143455505,85.34,61.50897839999925
134,0.0600857994070229,0.6450732748349508,85.80888888888889,0.637340071439743,85.92,61.67388030000075
135,0.05956197564192513,0.6430334284888374,86.06222222222222,0.6538611862659455,85.62,61.444065699999555
136,0.05903706063392693,0.6485560700734456,85.75555555555556,0.6353885430812836,85.78,61.52340559999993
137,0.05851111431933006,0.6423128461943732,85.87333333333333,0.6273478210926056,86.64,61.5116938000001
138,0.0579841967521938,0.6447340672069126,85.82888888888888,0.6770981866836547,84.72,61.69095290000041
139,0.057456368097477846,0.6372180960973104,86.15555555555555,0.6582786647796631,85.48,61.61095380000006
140,0.05692768862417248,0.6383327178213332,86.11111111111111,0.6448842226982117,85.76,61.62021090000053
141,0.05639821869841689,0.6381399502754211,86.1288888888889,0.7216173929214478,82.88,61.388662999999724
142,0.055868018776606396,0.6370909070226881,86.09777777777778,0.6134958095550537,87.28,61.684099199999764
143,0.05533714939848934,0.6326200052685208,86.33111111111111,0.6919118559837342,84.06,61.33064789999935
144,0.054805671180254555,0.6295136458608839,86.32444444444444,0.645273886680603,85.52,61.68123139999989
145,0.054273644807609954,0.6297833557340834,86.33111111111111,0.6722484442234039,84.92,61.5113537999996
146,0.05374113102885329,0.6257472087542216,86.62444444444445,0.6276828510284423,86.9,61.50090329999966
147,0.053208190647935756,0.6216266954633924,86.67777777777778,0.6420885481834412,86.48,61.4997456000001
148,0.05267488451751919,0.6237575024604798,86.54888888888888,0.6627843549251556,85.02,61.42271820000042
149,0.05214127353202777,0.6176999379687839,87.04444444444445,0.6275593561172486,87.16,61.45797539999967
150,0.05160741862069492,0.6213611810366313,86.84222222222222,0.6369229300975799,85.9,61.64978449999944
151,0.05107338074060615,0.6170135737948947,87.04888888888888,0.6367629416942596,85.86,61.19046770000023
152,0.05053922086973896,0.6123887947824266,87.06666666666666,0.6504658184051514,85.74,61.72488820000035
153,0.05000500000000001,0.6163743770493402,86.88666666666667,0.6337109951019287,86.04,61.60403510000015
154,0.049470779130261065,0.611771755027771,87.25333333333333,0.5976251608371734,87.38,61.55288560000008
155,0.04893661925939387,0.6136397666083442,87.1288888888889,0.6380622335910797,86.42,61.634334899999885
156,0.04840258137930511,0.6067840585496691,87.28444444444445,0.5986226789474487,87.52,61.828935500000625
157,0.04786872646797225,0.605164672533671,87.38666666666667,0.6665973155975342,84.58,61.5453107000003
158,0.04733511548248082,0.6041673816786872,87.59333333333333,0.6156448198795319,87.64,61.426191699999436
159,0.046801809352064266,0.6033582579612732,87.58222222222223,0.6166823317050933,87.34,62.194772800000464
160,0.04626886897114673,0.5985589737786187,87.55555555555556,0.6077913684844971,87.26,61.80216010000004
161,0.045736355192390055,0.6011205739445157,87.57555555555555,0.6155885091304779,87.38,69.75773910000044
162,0.04520432881974546,0.6021844247394138,87.36444444444444,0.6320701451778412,87.0,65.65124769999966
163,0.044672850601510675,0.5971185118251376,87.85333333333334,0.5998329706192017,87.98,65.26590839999972
164,0.044141981223393634,0.594485457526313,87.93333333333334,0.6248211027145386,86.58,65.28760719999991
165,0.04361178130158312,0.5970565551227993,87.68666666666667,0.5948919542312622,87.94,65.85904609999943
166,0.04308231137582753,0.5872167833805084,88.00888888888889,0.5983559333801269,87.64,65.38367459999972
167,0.04255363190252216,0.5851834363937378,88.19111111111111,0.601012106370926,87.92,65.14076759999989
168,0.04202580324780622,0.5806336085743374,88.35333333333334,0.5728701910972596,88.72,65.47904359999939
169,0.041498885680669964,0.5868285361819797,88.17111111111112,0.6077220800876617,87.36,65.38578089999919
170,0.0409729393660731,0.5800615088144938,88.21111111111111,0.582892894077301,87.76,65.32712150000043
171,0.04044802435807491,0.5786967247856988,88.42888888888889,0.6008162620544434,87.6,65.20383070000025
172,0.03992420059297713,0.5818940553135342,88.19555555555556,0.5978818618297577,87.86,65.28765759999987
173,0.03940152788248026,0.5801437211460537,88.44666666666667,0.6210665558815003,86.7,65.38717680000082
174,0.03888006590685407,0.5738496931182013,88.53111111111112,0.6035010187149048,87.64,65.43454340000062
175,0.03835987420812318,0.574659482383728,88.63111111111111,0.5786914762496949,88.26,65.2356278999996
176,0.03784101218326829,0.5712889193428887,88.6,0.605330444574356,87.46,65.67176110000037
177,0.03732353907744419,0.5682912298202515,88.82,0.6076868797302246,87.64,65.26549400000113
178,0.03680751397721486,0.5634527184592353,88.96666666666667,0.6026190159797669,87.46,65.39300709999952
179,0.03629299580380687,0.5621621537102593,89.07777777777778,0.5882334554672242,87.9,65.31348780000008
180,0.03578004330638154,0.5593719153722128,89.10222222222222,0.5849319509029388,88.34,65.38165950000075
181,0.035268715055326846,0.5585732790523105,89.21555555555555,0.5741870065689086,88.78,65.20886269999937
182,0.034759069435569646,0.555379495578342,89.21777777777778,0.5748100648880005,88.28,65.18976239999938
183,0.03425116463990909,0.5521141760508219,89.37555555555555,0.5597291618347168,89.08,65.21076979999998
184,0.033745058662372096,0.5545112070295546,89.21111111111111,0.5700694058895112,88.42,65.80991370000083
185,0.0332408092915913,0.547418125767178,89.64222222222222,0.5697848352432251,88.62,65.2842340999996
186,0.03273847410420674,0.546652407752143,89.66222222222223,0.5593823160171508,89.34,65.14271089999966
187,0.032238110458291405,0.5463649770842658,89.70444444444445,0.5663128395557404,88.68,65.23876360000031
188,0.03173977548680208,0.544624725235833,89.74444444444444,0.5719609781265259,88.88,65.42734689999997
189,0.0312435260910557,0.545558705329895,89.63333333333334,0.5458351545333863,89.72,65.31824710000001
190,0.030749418934232105,0.5408563361485799,89.84222222222222,0.5631157718658447,88.96,65.13739029999851
191,0.03025751043490423,0.5339604892730713,90.2088888888889,0.5400911541461945,90.08,65.315892300001
192,0.029767856760595922,0.5314949885368347,90.35111111111111,0.5635150781631469,89.2,65.5538749999996
193,0.02928051382136868,0.5374312849256727,90.02444444444444,0.5564077421665191,89.4,65.73391599999923
194,0.02879553726343762,0.5302710162586636,90.35333333333334,0.5463904714107514,89.98,65.31757160000052
195,0.028312982462817687,0.5288049697664049,90.35777777777778,0.531924052619934,90.3,65.53637389999858
196,0.02783290451900056,0.5220784577475653,90.71555555555555,0.5446279794692993,89.62,65.29761049999979
197,0.027355358248663354,0.5209027788268196,90.49333333333334,0.6130448610782623,87.72,65.4388369999997
198,0.026880398179409456,0.5196278376049466,90.68666666666667,0.5427169024467469,89.82,65.87509130000035
199,0.026408078543542313,0.5183594386524625,90.85333333333334,0.5572799371242523,89.3,65.23326479999923
200,0.025938453271873226,0.5168984395345052,90.90222222222222,0.5572218844413758,89.34,65.27038840000023
201,0.025471575987563146,0.5094780193858677,91.15333333333334,0.5383625710010529,90.14,65.48079690000122
202,0.025007500000000012,0.5124214551501803,90.94888888888889,0.5439207743644714,89.64,65.39137479999954
203,0.024546278298711654,0.5076654547373454,91.17111111111112,0.5300100108146667,90.56,65.35581740000089
204,0.0240879635473153,0.5081953187624614,91.13111111111111,0.5303397581577302,90.38,65.26878619999843
205,0.02363260807750432,0.5009254581239488,91.50888888888889,0.5408508939743042,89.88,65.29914260000078
206,0.02318026388307275,0.49960165651109484,91.57555555555555,0.5214046455383301,90.84,65.58183280000048
207,0.02273098261397863,0.4973839319017198,91.4888888888889,0.5550018742084503,89.16,65.68876769999952
208,0.02228481557044638,0.49999261317782934,91.41111111111111,0.528130913734436,90.14,65.62249139999949
209,0.021841813697109216,0.4923416641129388,91.77333333333333,0.5185144715309143,91.02,65.52821679999943
210,0.021402027577192142,0.4935497623443604,91.77333333333333,0.5362107323646546,90.26,65.20101350000004
211,0.020965507426736165,0.4864598307185703,92.11333333333333,0.5289728284358979,90.08,65.39354240000102
212,0.020532303088864574,0.48525814287397595,91.93777777777778,0.5447156766414643,89.22,65.65488790000018
213,0.020102464028091658,0.48209163336224026,92.2311111111111,0.5495910222053528,89.6,65.31818980000025
214,0.019676039324674703,0.48108951732847427,92.16444444444444,0.5290548595905304,90.54,65.79284310000003
215,0.01925307766900989,0.47690092763900754,92.26666666666667,0.5231575720787048,90.76,65.6626268
216,0.01883362735607262,0.4759736125204298,92.54444444444445,0.5286854475021362,90.52,65.64409180000075
217,0.018417736279903174,0.474885724067688,92.47111111111111,0.5242522866725922,90.62,65.35997209999914
218,0.01800545192813792,0.46969803465737237,92.50888888888889,0.5213261239528656,90.5,65.37918369999898
219,0.01759682137658713,0.46970135224130416,92.64,0.49743735098838804,91.84,65.30807450000066
220,0.017191891283859614,0.4661162956926558,92.76444444444445,0.529597627735138,90.5,65.7318968999989
221,0.016790707886035233,0.4605468263520135,92.88888888888889,0.5169342591762542,90.98,66.80381099999977
222,0.01639331699138547,0.4586323289235433,93.10444444444444,0.5110357451438904,91.18,65.31643020000047
223,0.015999763975142883,0.45790580000347564,93.2311111111111,0.5240598112106323,90.76,65.1344423999999
224,0.015610093774320101,0.45611119704776343,93.1,0.5295765839099884,90.46,66.74990129999969
225,0.015224350882578699,0.44979988917774627,93.46222222222222,0.5079011211872101,91.08,65.26496860000043
226,0.014842579345148875,0.44351584520339965,93.6288888888889,0.5098120377540588,90.74,65.64801400000033
227,0.014464822753800196,0.446231727303399,93.58666666666667,0.5213049344062806,90.8,64.94893799999954
228,0.014091124241864116,0.44097322080400253,93.7311111111111,0.5226015221595764,91.1,65.25537860000077
229,0.013721526479308995,0.4396558700879415,93.79555555555555,0.5024394167423248,91.64,65.3596804000008
230,0.01335607166786785,0.4355485031551785,94.02888888888889,0.5070670709133148,91.12,65.59765680000055
231,0.012994801536219609,0.432282318327162,94.16888888888889,0.5252232493877411,91.02,65.55539789999966
232,0.01263775733522451,0.4323265048980713,94.10444444444444,0.5003456816196442,92.04,65.64589650000016
233,0.012284979833213886,0.43052628699938456,94.21111111111111,0.4982232301235199,91.6,65.36654350000026
234,0.011936509311335126,0.42403851759168837,94.39555555555556,0.5166237461090087,91.14,65.27987039999971
235,0.011592385558952286,0.42256870438787675,94.53555555555556,0.5271080210208893,90.82,65.75159710000116
236,0.011252647869102784,0.4155386190626356,94.68,0.49887295632362366,91.66,65.25932509999984
237,0.010917335034010857,0.41587921430799696,94.85111111111111,0.5048573013305664,91.62,65.2157385999999
238,0.010586485340658116,0.4141908237457275,94.77333333333333,0.5156464697360993,91.4,65.34318610000082
239,0.010260136566411867,0.4103516540368398,95.08444444444444,0.5094797138214111,91.72,65.45511860000079
240,0.009938325974711514,0.4076036352793376,94.99555555555555,0.5043121778011322,91.72,65.31419629999982
241,0.00962109031081379,0.40467211538950604,95.24,0.5017944828987122,91.98,65.51500180000039
242,0.00930846579759704,0.40179132055706446,95.31333333333333,0.5050367941856384,91.62,65.39817480000056
243,0.009000488131425186,0.39678554226557416,95.53555555555556,0.5260037941932678,91.26,65.4572375000007
244,0.008697192478071845,0.3945497732798258,95.60666666666667,0.5107814712524414,91.5,65.45622029999868
245,0.00839861346870492,0.3929552191946242,95.69111111111111,0.5045063961029053,91.88,65.29028909999943
246,0.00810478519593243,0.3877013807826572,95.96888888888888,0.4907386511802673,92.12,65.20654869999998
247,0.007815741209909624,0.3846754517555237,96.00666666666666,0.4950560278892517,92.22,65.51277269999991
248,0.0075315145145081865,0.38338762227694195,96.00888888888889,0.4949888840198517,92.18,65.35485130000052
249,0.007252137563547723,0.38087175028059217,96.16222222222223,0.5029386714935302,91.78,65.41990339999938
250,0.006977642257090087,0.3782784340010749,96.22444444444444,0.5023950766086578,92.34,65.21788770000057
251,0.006708059937796987,0.3760660565005408,96.3,0.48285099239349366,92.72,65.4164411999991
252,0.006443421387351146,0.371487075943417,96.54444444444445,0.4866260253429413,92.46,65.36793269999907
253,0.006183756822941574,0.3673678301069472,96.71333333333334,0.5029835831642151,92.28,65.25319320000017
254,0.005929095893813289,0.3644376539018419,96.81777777777778,0.49687459745407103,92.54,65.53279239999938
255,0.00567946767788186,0.3629776622136434,96.85333333333334,0.5049696130275726,91.9,65.32494299999962
256,0.005434900678413253,0.360555182033115,97.04,0.5021521842002868,92.4,65.27138840000043
257,0.005195422820769181,0.35713570622868007,97.14444444444445,0.495654135799408,92.5,65.45041680000031
258,0.00496106144921856,0.35508515009350244,97.2311111111111,0.48379828786849977,92.64,65.4117795000002
259,0.004731843323815256,0.3530998749309116,97.24666666666667,0.48138008737564086,92.86,65.4491622000005
260,0.004507794617342496,0.3498269277413686,97.44222222222223,0.4852468429088593,92.66,65.20420139999987
261,0.00428894091232446,0.3485472489145067,97.49111111111111,0.48815561895370485,92.64,65.67178570000033
262,0.004075307198105134,0.344759042708079,97.61555555555556,0.48307324748039243,92.88,65.44893559999946
263,0.0038669178679949815,0.34304102013376025,97.70666666666666,0.48894884123802185,92.76,65.63661180000054
264,0.0036637967164856486,0.34013398258421157,97.84444444444445,0.4772086838722229,93.22,65.5758474000013
265,0.0034659669365330148,0.33713831842740377,97.94888888888889,0.4805813467979431,93.22,65.57044420000057
266,0.003273451116908983,0.33542835968865287,98.0,0.48042157487869264,93.26,65.49940210000022
267,0.003086271239622227,0.33419948083029855,98.03333333333333,0.4819430021762848,93.06,65.21458600000005
268,0.0029044486774082085,0.3300133252037896,98.21333333333334,0.47291640024185183,93.68,66.16082559999995
269,0.002728004191288781,0.32950734435187445,98.23777777777778,0.4661915987491608,93.74,66.2552999999989
270,0.002556957928201622,0.3263734761344062,98.36666666666666,0.4774565769195557,93.2,65.96176379999997
271,0.002391329418699843,0.32711854656007555,98.36888888888889,0.47911661949157713,93.34,65.89400869999918
272,0.0022311375747218914,0.32464501214557223,98.43555555555555,0.4787887702941895,93.4,65.81555800000024
273,0.0020764006874321546,0.3214809922642178,98.55555555555556,0.4796559537887573,93.26,65.66050750000068
274,0.0019271364251323946,0.31839375143051146,98.7088888888889,0.4826960805892944,93.36,65.28990929999964
275,0.001783361831244365,0.3207016104221344,98.61333333333333,0.473703743314743,93.54,65.6999923000003
276,0.0016450933223637228,0.3156016709698571,98.78444444444445,0.4775362399101257,93.48,65.27939979999974
277,0.0015123466863855486,0.3154898821512858,98.81555555555556,0.47747648868560794,93.42,65.84422079999968
278,0.0013851370807016308,0.31549441743426854,98.81777777777778,0.4747367857456207,93.58,65.40662429999975
279,0.0012634790304697284,0.3148943835947249,98.7688888888889,0.4731376543998718,93.48,65.4651399000013
280,0.0011473864269551028,0.3146382314576043,98.84222222222222,0.4741721897125244,93.78,65.49947620000057
281,0.0010368725259443175,0.31133630549112956,99.02,0.47626769189834595,93.76,65.40644699999939
282,0.0009319499462316835,0.31239008436203003,98.92222222222222,0.4769786597251892,93.74,65.75655250000091
283,0.0008326306681784171,0.30805860658221773,99.10888888888888,0.4772926866054535,93.76,65.51671720000013
284,0.0007389260323446494,0.30822083255449934,99.10222222222222,0.475257723903656,93.88,65.56111170000077
285,0.0006508467381945636,0.30771848042276173,99.05555555555556,0.4762512572288513,93.64,65.42146529999991
286,0.0005684028428746996,0.30673789509667293,99.14666666666666,0.4745098256111145,93.7,65.76284619999933
287,0.0004916037600655717,0.30526105848418345,99.18888888888888,0.4775929526329041,93.62,65.56725590000133
